objectname;uid_list;comparing_field;where_clause;cleanup
ODK_RS_TASKKIND;ODK_RS_TASKKINDID;;;
ODK_RS_REPAIRKIND;ODK_RS_REPAIRKINDID;;;
ODK_RS_RKCNEEDS;ODK_RS_NEEDSID;;;
ODK_RS_SENDLIST;ODK_RS_SENDLISTID;;;
ODK_RS_SENDEMAILLIST;ODK_RS_SENDEMAILLISTID;;;
ODK_INT_SIGNAL_CONFIRM;ODK_INT_SIGNAL_CONFIRMID;;;
ODK_INT_TIME_PERIODS;ODK_INT_TIME_PERIODSID;;;
ODK_RS_CATEGORY_RTN;ODK_RS_CATEGORY_RTNID;;;
ODK_RS_CATEGORY_MAGATE;ODK_RS_CATEGORY_MAGATEID;;;
ODK_RS_CATEGORY_OPAS_REA;ODK_RS_CATEGORY_OPAS_REAID;;;
ODK_RS_CATEGORY_MCHS;ODK_RS_CATEGORY_MCHSID;;;
ODK_RS_RESOLUTION;ODK_RS_RESOLUTIONID;;;
ODK_RS_CHECKEVENT;ODK_RS_CHECKEVENTID;;;
ODK_RS_STATUS;ODK_RS_STATUSID;;;
ODK_INT_EMISSIONS;ODK_INT_EMISSIONSID;;;
ODK_INT_KIUM;ODK_INT_KIUMID;;;
ODK_INT_REPAIR;ODK_INT_REPAIRID;;;
ODK_RS_SIGN1;ODK_RS_SIGN1ID;;;
ODK_RS_DOCTYPE;ODK_RS_DOCTYPEID;;;
ODK_RS_DOCTEMPLATE;ODK_RS_DOCTEMPLATEID;;;
ODK_RS_SIGN;ODK_RS_SIGNID;;;
ODK_INT_CL_FIRE_RANK;ODK_INT_CL_FIRE_RANKID;;;
ODK_RS_ASSETNOT;ODK_RS_ASSETNOTID;;;
ODK_RS_RKC2;ODK_RS_RKC2ID;;;
ODK_INT_ABNORMAL_INF_MAIN;ODK_INT_ABNORMAL_INF_MAINID;;;
ODK_RS_CASUALTIES;ODK_RS_CASUALTIESID;;;
ODK_RS_NOTIFICATIONS;ODK_RS_NOTIFICATIONSID;;;
ODK_RS_RKCQUERY;ODK_RS_RKCQUERYID;;;
ODK_INT_OREM_TARIFS;ODK_INT_OREM_TARIFSID;;;
ODK_PLUSLCO_ASKRO_POSTS;ODK_INT_PLUSLCO_ASKRO_POSTSID;;;
ODK_SUBJECT_Q;ODK_SUBJECT_QID;;;
ODK_SVODKA_SKC;ODK_SVODKA_SKCID;;;
ODK_SVODKA_SKC2;ODK_SVODKA_SKC2ID;;;
ODK_SVODKA_HIST;ODK_SVODKA_HISTID;;;
ODK_CO_INFSYSTPROJ;ODK_CO_INFSYSTPROJID;;;
ODK_CO_TECH_ELEM;ODK_CO_TECH_ELEMID;;;
ODK_SEL_EQUREST;ODK_SEL_EQURESTID;;;
ODK_SEL_RESTR;ODK_SEL_RESTRID;;;
ODK_STATION_ORU;ODK_STATION_ORUID;;;
ODK_SIGNAL_FORM;ODK_SIGNAL_FORMID;;;
ODK_SUBJECT;ODK_SUBJECTID;;;
ODK_CASUALTIESCLASS;ODK_CASUALTIESCLASSID;;;
ODK_PATES_CLASS;ODK_PATES_CLASSID;;;
ODK_DTP_FACT;ODK_DTP_FACTID;;;
ODK_FIRE_FACT;ODK_FIRE_FACTID;;;
ODK_INT_CL_EOAS;ODK_INT_CL_EOASID;;;
ODK_INT_ABNORMAL_INF_OPER;ODK_INT_ABNORMAL_INF_OPERID;;;
ODK_INT_OPERATING_DATA_AES;OPERATING_DATA_AESID;;;
ODK_OPERATING_DATA_HISTORY;ODK_OPERATING_DATA_HISTORYID;;;
ODK_INT_FAS_GEN_DH_BLOCK;ODK_INT_FAS_GEN_DH_BLOCKID;;;
ODK_INT_ASKRO_POSTS;ODK_INT_ASKRO_POSTSID;;;
ODK_SEL_OPCAUSE;ODK_SEL_OPCAUSEID;;;
ODK_CL_CONDITION_BEFORE;ODK_INT_CL_CONDITION_BEFOREID;;;
ODK_NP_ZONE;ODK_NP_ZONEID;;;
ODK_ASKRO;ODK_ASKROID;;;
ODK_TMP_OPERDATA_UNIT;ODK_TMP_OPERDATA_UNITID;;;
ODK_KSCOP_FACT_GEN_BLOCK;ODK_ID;;;
ODK_TASKMODULE;ODK_TASKMODULEID;;;
ODK_SCHEDULE_CORRECTED;ODK_SCHEDULE_CORRECTEDID;;;
ODK_SCHEDULE_FAS;ODK_SCHEDULE_FASID;;;
ODK_ADDTASKTGS;ODK_ADDTASKTGSID;;;
ODK_PLUSVIOL;ODK_PLUSVIOLID;;;
ODK_SENDMAIL_HIST;ODK_SENDMAIL_HISTID;;;
ODK_SEL_EQUDMG;ODK_SEL_EQUDMGID;;;
ODK_SELECTOR_SO;ODK_SELECTOR_SOID;;;
ODK_SEL_EDMGTAB;ODK_SEL_EDMGTABID;;;
ODK_TMP_OPERDATA_AES;ODK_TMP_OPERDATA_AESID;;;
ODK_OPERATING_DATA_UNIT;ODK_INT_OPERATING_DATA_UNITID;;;
ODK_RS_SIGNTEMPLATE;ODK_RS_SIGNTEMPLATEID;;;
ODK_INT_OPERATING_DATA;ODK_INT_OPERATING_DATAID;;;
ODK_INT_CAUSE_UNDERPROD;ODK_INT_CAUSE_UNDERPRODID;;;
ODK_INT_NS_CLASS_REA;ODK_INT_NS_CLASS_REAID;;;
ODK_INT_NS_CLASS;ODK_INT_NS_CLASSID;;;
ODK_ARM;ODK_ARMID;;;
ODK_ARM_HIST;ODK_ARM_HISTID;;;
ODK_NS_ARM;ODK_NS_ARMID;;;
ODK_INFTAB2;ODK_INFTAB2ID;;;
ODK_INFTAB4;ODK_INFTAB4ID;;;
ODK_INFTAB5;ODK_INFTAB5ID;;;
ODK_INFTAB6;ODK_INFTAB6ID;;;
ODK_VFOR_NPP;ODK_VFOR_NPPID;;;
ODK_VFOR_RAD;ODK_VFOR_RADID;;;
ODK_VFOR_TECH;ODK_VFOR_TECHID;;;
ODK_RS_LCOPERSONS;ODK_RS_LCOPERSONSID;;;
ODK_INT_POWER_CORRECT_BIL;ODK_INT_POWER_CORRECT_BILID;;;
ODK_EVSTART_AES;ODK_EVSTART_AESID;;;
ODK_EVSTART_AES_MODULES;ODK_EVSTART_AES_MODULESID;;;
ODK_PROD_FOR;ODK_PRODID;;;
ODK_PORTLETS;ODK_PORTLETSID;;;
ODK_REPORT_RKC8;ODK_REPORT_RKC8ID;;;
ODK_PRGNOZ;ODK_PRODID;;;
